loc_x,loc_y,seconds_remaining,shot_distance,shot_made_flag,shot_zone_range,shot_zone,shot_zone2,hot_hand,hot_hand_ind
16,156,46,15,0,8-16 ft.,4,1200,heat,3
0,0,15,0,1,Less Than 8 ft.,2,600,nil,2
-126,-2,53,12,0,8-16 ft.,4,1200,nil,2
-168,59,55,17,0,16-24 ft.,6,2500,nil,2
81,192,9,20,0,16-24 ft.,6,2500,heat,3
37,7,43,3,1,Less Than 8 ft.,2,600,heat,3
142,150,8,20,0,16-24 ft.,6,2500,nil,2
0,0,13,0,1,Less Than 8 ft.,2,600,nil,2
-48,28,32,5,0,Less Than 8 ft.,2,600,nil,2
0,0,56,0,1,Less Than 8 ft.,2,600,nil,2
16,160,28,16,0,16-24 ft.,6,2500,heat,3
0,0,8,0,0,Less Than 8 ft.,2,600,nil,2
43,85,13,9,1,8-16 ft.,4,1200,nil,2
-111,127,8,16,1,16-24 ft.,6,2500,nil,2
85,112,37,14,0,8-16 ft.,4,1200,heat,3
121,34,5,12,1,8-16 ft.,4,1200,heat,3
150,34,41,15,1,8-16 ft.,4,1200,hot hand,6
191,295,0,35,0,24+ ft.,8,5000,hot hand,6
58,127,28,13,0,8-16 ft.,4,1200,heat,3
43,34,8,5,1,Less Than 8 ft.,2,600,heat,3
136,93,13,16,0,16-24 ft.,6,2500,hot hand,6
0,0,6,0,1,Less Than 8 ft.,2,600,heat,3
150,51,36,15,1,8-16 ft.,4,1200,fire,10
18,177,34,17,0,16-24 ft.,6,2500,nil,2
125,222,25,25,1,24+ ft.,8,5000,heat,3
0,0,53,0,1,Less Than 8 ft.,2,600,heat,3
119,181,49,21,1,16-24 ft.,6,2500,heat,3
125,78,29,14,1,8-16 ft.,4,1200,nil,2
-117,150,5,19,0,16-24 ft.,6,2500,heat,3
0,0,23,0,0,Less Than 8 ft.,2,600,heat,3
134,30,58,13,0,8-16 ft.,4,1200,nil,2
0,0,31,0,1,Less Than 8 ft.,2,600,nil,2
-176,15,44,17,0,16-24 ft.,6,2500,nil,2
0,0,31,0,0,Less Than 8 ft.,2,600,nil,2
0,0,17,0,0,Less Than 8 ft.,2,600,nil,2
0,0,15,0,1,Less Than 8 ft.,2,600,nil,2
-31,59,14,6,1,Less Than 8 ft.,2,600,nil,2
-10,66,12,6,1,Less Than 8 ft.,2,600,nil,2
178,184,56,25,0,24+ ft.,8,5000,heat,3
3,93,45,9,0,8-16 ft.,4,1200,nil,2
127,76,37,14,1,8-16 ft.,4,1200,heat,3
148,4,4,14,0,8-16 ft.,4,1200,nil,2
-71,158,22,17,1,16-24 ft.,6,2500,nil,2
-29,215,32,21,1,16-24 ft.,6,2500,nil,2
110,198,59,22,1,16-24 ft.,6,2500,nil,2
83,152,31,17,0,16-24 ft.,6,2500,nil,2
-202,26,51,20,1,16-24 ft.,6,2500,nil,2
-1,181,52,18,1,16-24 ft.,6,2500,nil,2
3,141,18,14,1,8-16 ft.,4,1200,heat,3
75,179,0,19,0,16-24 ft.,6,2500,heat,3
-46,47,25,6,1,Less Than 8 ft.,2,600,nil,2
-117,-2,23,11,0,8-16 ft.,4,1200,nil,2
1,82,44,8,0,8-16 ft.,4,1200,heat,3
138,13,36,13,1,8-16 ft.,4,1200,nil,2
117,150,54,19,0,16-24 ft.,6,2500,nil,2
0,0,44,0,0,Less Than 8 ft.,2,600,nil,2
0,0,27,0,1,Less Than 8 ft.,2,600,nil,2
129,99,55,16,0,16-24 ft.,6,2500,heat,3
0,0,0,0,1,Less Than 8 ft.,2,600,heat,3
165,2,25,16,0,16-24 ft.,6,2500,heat,3
150,-15,13,15,0,8-16 ft.,4,1200,heat,3
85,135,2,15,0,8-16 ft.,4,1200,hot hand,6
0,0,51,0,1,Less Than 8 ft.,2,600,heat,3
37,61,14,7,1,Less Than 8 ft.,2,600,nil,2
-27,51,22,5,1,Less Than 8 ft.,2,600,heat,3
0,0,52,0,1,Less Than 8 ft.,2,600,heat,3
85,125,4,15,1,8-16 ft.,4,1200,nil,2
22,85,17,8,0,8-16 ft.,4,1200,heat,3
51,97,2,10,0,8-16 ft.,4,1200,heat,3
153,97,53,18,1,16-24 ft.,6,2500,heat,3
-119,68,9,13,0,8-16 ft.,4,1200,heat,3
123,11,4,12,1,8-16 ft.,4,1200,heat,3
0,0,59,0,1,Less Than 8 ft.,2,600,nil,2
0,0,56,0,1,Less Than 8 ft.,2,600,heat,3
-141,125,55,18,0,16-24 ft.,6,2500,nil,2
51,21,42,5,0,Less Than 8 ft.,2,600,heat,3
0,0,1,0,1,Less Than 8 ft.,2,600,heat,3
0,0,34,0,0,Less Than 8 ft.,2,600,nil,2
138,11,44,13,0,8-16 ft.,4,1200,heat,3
0,0,33,0,0,Less Than 8 ft.,2,600,nil,2
54,7,29,5,0,Less Than 8 ft.,2,600,nil,2
-4,-8,7,0,1,Less Than 8 ft.,2,600,nil,2
182,-8,28,18,0,16-24 ft.,6,2500,nil,2
16,114,59,11,1,8-16 ft.,4,1200,heat,3
75,47,11,8,0,8-16 ft.,4,1200,heat,3
60,125,8,13,0,8-16 ft.,4,1200,nil,2
-35,219,22,22,0,16-24 ft.,6,2500,heat,3
-132,0,8,13,0,8-16 ft.,4,1200,heat,3
-67,165,18,17,0,16-24 ft.,6,2500,hot hand,6
11,165,37,16,1,16-24 ft.,6,2500,nil,2
85,186,1,20,0,16-24 ft.,6,2500,nil,2
-141,28,11,14,1,8-16 ft.,4,1200,nil,2
-75,19,56,7,1,Less Than 8 ft.,2,600,nil,2
70,110,37,13,1,8-16 ft.,4,1200,nil,2
136,7,57,13,0,8-16 ft.,4,1200,nil,2
-101,129,45,16,0,16-24 ft.,6,2500,nil,2
127,76,51,14,0,8-16 ft.,4,1200,nil,2
94,34,34,9,1,8-16 ft.,4,1200,heat,3
150,0,34,15,1,8-16 ft.,4,1200,nil,2
0,0,28,0,1,Less Than 8 ft.,2,600,nil,2
0,0,53,0,0,Less Than 8 ft.,2,600,nil,2
144,-6,4,14,0,8-16 ft.,4,1200,nil,2
62,177,57,18,0,16-24 ft.,6,2500,nil,2
0,0,1,0,0,Less Than 8 ft.,2,600,nil,2
24,85,47,8,0,8-16 ft.,4,1200,heat,3
142,209,25,25,0,24+ ft.,8,5000,nil,2
142,0,27,14,1,8-16 ft.,4,1200,nil,2
-132,150,39,19,0,16-24 ft.,6,2500,nil,2
127,78,48,14,0,8-16 ft.,4,1200,heat,3
142,133,20,19,0,16-24 ft.,6,2500,heat,3
163,122,42,20,0,16-24 ft.,6,2500,heat,3
148,150,4,21,1,16-24 ft.,6,2500,nil,2
-88,150,31,17,0,16-24 ft.,6,2500,heat,3
163,112,16,19,1,16-24 ft.,6,2500,nil,2
-109,165,17,19,0,16-24 ft.,6,2500,nil,2
142,-13,11,14,1,8-16 ft.,4,1200,nil,2
129,101,6,16,0,16-24 ft.,6,2500,nil,2
7,53,30,5,0,Less Than 8 ft.,2,600,heat,3
16,-6,22,1,1,Less Than 8 ft.,2,600,nil,2
108,163,35,19,0,16-24 ft.,6,2500,heat,3
-42,57,34,7,0,Less Than 8 ft.,2,600,nil,2
22,0,42,2,0,Less Than 8 ft.,2,600,nil,2
0,0,40,0,0,Less Than 8 ft.,2,600,nil,2
0,0,40,0,0,Less Than 8 ft.,2,600,nil,2
-132,85,24,15,1,8-16 ft.,4,1200,heat,3
184,4,5,18,0,16-24 ft.,6,2500,nil,2
157,4,37,15,1,8-16 ft.,4,1200,nil,2
134,108,26,17,1,16-24 ft.,6,2500,heat,3
98,129,39,16,1,16-24 ft.,6,2500,heat,3
178,0,13,17,0,16-24 ft.,6,2500,heat,3
153,57,41,16,0,16-24 ft.,6,2500,heat,3
0,0,36,0,1,Less Than 8 ft.,2,600,heat,3
94,28,5,9,0,8-16 ft.,4,1200,nil,2
-98,91,38,13,0,8-16 ft.,4,1200,nil,2
-105,97,32,14,1,8-16 ft.,4,1200,nil,2
100,158,16,18,1,16-24 ft.,6,2500,nil,2
0,0,24,0,1,Less Than 8 ft.,2,600,heat,3
144,-15,0,14,1,8-16 ft.,4,1200,nil,2
0,0,49,0,0,Less Than 8 ft.,2,600,heat,3
43,181,13,18,0,16-24 ft.,6,2500,nil,2
-42,78,58,8,1,8-16 ft.,4,1200,heat,3
0,0,39,0,1,Less Than 8 ft.,2,600,heat,3
-101,133,18,16,0,16-24 ft.,6,2500,nil,2
-115,-13,30,11,0,8-16 ft.,4,1200,heat,3
35,26,52,4,1,Less Than 8 ft.,2,600,nil,2
83,-13,37,8,0,8-16 ft.,4,1200,heat,3
0,0,0,0,1,Less Than 8 ft.,2,600,nil,2
0,0,34,0,0,Less Than 8 ft.,2,600,nil,2
-6,122,0,12,1,8-16 ft.,4,1200,nil,2
-94,32,24,9,1,8-16 ft.,4,1200,heat,3
-73,38,41,8,0,8-16 ft.,4,1200,heat,3
-50,207,58,21,1,16-24 ft.,6,2500,heat,3
-101,253,21,27,0,24+ ft.,8,5000,heat,3
5,99,55,9,1,8-16 ft.,4,1200,nil,2
172,2,54,17,0,16-24 ft.,6,2500,heat,3
-212,125,24,24,0,24+ ft.,8,5000,nil,2
172,-4,57,17,1,16-24 ft.,6,2500,nil,2
180,26,49,18,0,16-24 ft.,6,2500,nil,2
115,15,25,11,1,8-16 ft.,4,1200,nil,2
73,97,7,12,0,8-16 ft.,4,1200,nil,2
64,0,10,6,1,Less Than 8 ft.,2,600,nil,2
-69,97,33,11,0,8-16 ft.,4,1200,heat,3
-185,156,19,24,0,24+ ft.,8,5000,heat,3
79,72,52,10,0,8-16 ft.,4,1200,heat,3
0,0,20,0,1,Less Than 8 ft.,2,600,heat,3
0,0,48,0,0,Less Than 8 ft.,2,600,nil,2
0,0,41,0,1,Less Than 8 ft.,2,600,heat,3
79,169,33,18,0,16-24 ft.,6,2500,heat,3
-134,232,34,26,0,24+ ft.,8,5000,nil,2
79,175,58,19,0,16-24 ft.,6,2500,heat,3
0,0,49,0,1,Less Than 8 ft.,2,600,nil,2
123,-11,17,12,0,8-16 ft.,4,1200,nil,2
-141,222,47,26,0,24+ ft.,8,5000,heat,3
0,0,49,0,1,Less Than 8 ft.,2,600,heat,3
0,0,25,0,1,Less Than 8 ft.,2,600,nil,2
0,0,11,0,0,Less Than 8 ft.,2,600,heat,3
-27,205,6,20,1,16-24 ft.,6,2500,heat,3
108,51,4,11,1,8-16 ft.,4,1200,nil,2
0,0,54,0,1,Less Than 8 ft.,2,600,heat,3
0,0,17,0,0,Less Than 8 ft.,2,600,nil,2
-162,118,56,20,1,16-24 ft.,6,2500,nil,2
-117,105,27,15,0,8-16 ft.,4,1200,nil,2
-120,89,57,14,1,8-16 ft.,4,1200,heat,3
0,0,12,0,0,Less Than 8 ft.,2,600,heat,3
38,51,55,6,0,Less Than 8 ft.,2,600,nil,2
-145,30,14,14,0,8-16 ft.,4,1200,heat,3
0,0,30,0,0,Less Than 8 ft.,2,600,nil,2
-62,0,27,6,1,Less Than 8 ft.,2,600,heat,3
0,0,5,0,0,Less Than 8 ft.,2,600,nil,2
-25,36,18,4,1,Less Than 8 ft.,2,600,nil,2
0,0,22,0,0,Less Than 8 ft.,2,600,nil,2
64,82,7,10,0,8-16 ft.,4,1200,heat,3
38,156,29,16,1,16-24 ft.,6,2500,heat,3
-153,169,59,22,0,16-24 ft.,6,2500,hot hand,6
0,0,46,0,1,Less Than 8 ft.,2,600,hot hand,6
0,0,17,0,0,Less Than 8 ft.,2,600,nil,2
0,0,27,0,0,Less Than 8 ft.,2,600,nil,2
0,0,19,0,0,Less Than 8 ft.,2,600,heat,3
-222,143,4,26,1,24+ ft.,8,5000,heat,3
0,0,50,0,0,Less Than 8 ft.,2,600,heat,3
49,242,52,24,1,24+ ft.,8,5000,nil,2
0,214,50,21,0,16-24 ft.,6,2500,nil,2
163,181,59,24,0,24+ ft.,8,5000,nil,2
169,7,49,16,0,16-24 ft.,6,2500,nil,2
200,63,4,20,0,16-24 ft.,6,2500,heat,3
-172,173,0,24,0,24+ ft.,8,5000,nil,2
0,0,58,0,1,Less Than 8 ft.,2,600,heat,3
0,0,15,0,1,Less Than 8 ft.,2,600,heat,3
120,227,32,25,1,24+ ft.,8,5000,heat,3
-214,153,40,26,0,24+ ft.,8,5000,heat,3
-199,192,0,27,0,24+ ft.,8,5000,nil,2
-92,8,43,9,1,8-16 ft.,4,1200,nil,2
-105,145,38,17,1,16-24 ft.,6,2500,nil,2
0,0,32,0,1,Less Than 8 ft.,2,600,nil,2
-99,250,56,26,0,24+ ft.,8,5000,heat,3
52,209,45,21,1,16-24 ft.,6,2500,heat,3
-5,69,21,6,1,Less Than 8 ft.,2,600,hot hand,6
-2,74,45,7,0,Less Than 8 ft.,2,600,nil,2
8,163,19,16,0,16-24 ft.,6,2500,nil,2
-5,132,31,13,0,8-16 ft.,4,1200,nil,2
-169,186,47,25,1,24+ ft.,8,5000,heat,3
90,122,17,15,0,8-16 ft.,4,1200,nil,2
0,0,5,0,1,Less Than 8 ft.,2,600,nil,2
-21,260,24,26,1,24+ ft.,8,5000,nil,2
98,258,29,27,0,24+ ft.,8,5000,heat,3
41,176,50,18,1,16-24 ft.,6,2500,heat,3
39,247,46,25,0,24+ ft.,8,5000,nil,2
-151,229,1,27,0,24+ ft.,8,5000,heat,3
1,20,39,2,0,Less Than 8 ft.,2,600,nil,2
57,7,31,5,0,Less Than 8 ft.,2,600,heat,3
232,-11,0,23,1,24+ ft.,8,5000,heat,3
141,68,55,15,0,8-16 ft.,4,1200,nil,2
-5,10,31,1,0,Less Than 8 ft.,2,600,nil,2
-6,5,29,0,1,Less Than 8 ft.,2,600,nil,2
13,8,28,1,0,Less Than 8 ft.,2,600,nil,2
8,130,19,13,1,8-16 ft.,4,1200,nil,2
-2,210,37,21,0,16-24 ft.,6,2500,nil,2
141,155,20,20,0,16-24 ft.,6,2500,heat,3
-102,120,54,15,0,8-16 ft.,4,1200,heat,3
-16,12,25,2,0,Less Than 8 ft.,2,600,nil,2
130,51,24,13,0,8-16 ft.,4,1200,nil,2
-126,214,55,24,0,24+ ft.,8,5000,nil,2
-6,5,19,0,1,Less Than 8 ft.,2,600,nil,2
64,549,0,55,0,Back Court Shot,10,8000,nil,2
-161,-18,56,16,1,16-24 ft.,6,2500,nil,2
-28,137,27,13,0,8-16 ft.,4,1200,heat,3
92,-3,7,9,0,8-16 ft.,4,1200,heat,3
87,105,24,13,1,8-16 ft.,4,1200,heat,3
-112,169,52,20,1,16-24 ft.,6,2500,nil,2
151,358,0,38,0,24+ ft.,8,5000,heat,3
-18,76,5,7,1,Less Than 8 ft.,2,600,heat,3
143,122,31,18,0,16-24 ft.,6,2500,nil,2
64,105,44,12,1,8-16 ft.,4,1200,heat,3
131,229,13,26,0,24+ ft.,8,5000,nil,2
-181,-19,3,18,1,16-24 ft.,6,2500,nil,2
110,166,49,19,1,16-24 ft.,6,2500,nil,2
95,160,2,18,1,16-24 ft.,6,2500,heat,3
-6,257,32,25,0,24+ ft.,8,5000,heat,3
149,31,45,15,0,8-16 ft.,4,1200,nil,2
34,31,39,4,0,Less Than 8 ft.,2,600,nil,2
-168,229,10,28,0,24+ ft.,8,5000,heat,3
-113,156,26,19,1,16-24 ft.,6,2500,nil,2
-133,-14,12,13,0,8-16 ft.,4,1200,nil,2
148,2,41,14,0,8-16 ft.,4,1200,nil,2
16,255,17,25,0,24+ ft.,8,5000,nil,2
103,158,31,18,0,16-24 ft.,6,2500,nil,2
71,30,16,7,0,Less Than 8 ft.,2,600,nil,2
31,49,53,5,0,Less Than 8 ft.,2,600,nil,2
97,41,18,10,0,8-16 ft.,4,1200,nil,2
-118,120,46,16,0,16-24 ft.,6,2500,nil,2
10,210,16,21,1,16-24 ft.,6,2500,nil,2
46,183,58,18,1,16-24 ft.,6,2500,heat,3
-158,196,1,25,0,24+ ft.,8,5000,nil,2
126,38,11,13,0,8-16 ft.,4,1200,nil,2
16,0,32,1,1,Less Than 8 ft.,2,600,nil,2
151,135,12,20,0,16-24 ft.,6,2500,heat,3
205,-37,10,20,1,16-24 ft.,6,2500,heat,3
6,201,25,20,0,16-24 ft.,6,2500,heat,3
75,12,58,7,0,Less Than 8 ft.,2,600,nil,2
102,64,40,12,1,8-16 ft.,4,1200,heat,3
49,118,26,12,0,8-16 ft.,4,1200,heat,3
161,120,10,20,0,16-24 ft.,6,2500,heat,3
135,158,31,20,0,16-24 ft.,6,2500,nil,2
71,-13,40,7,0,Less Than 8 ft.,2,600,nil,2
-56,76,1,9,0,8-16 ft.,4,1200,heat,3
92,197,57,21,1,16-24 ft.,6,2500,heat,3
-16,10,52,1,0,Less Than 8 ft.,2,600,hot hand,6
84,178,12,19,0,16-24 ft.,6,2500,nil,2
-115,53,44,12,1,8-16 ft.,4,1200,heat,3
-49,46,42,6,1,Less Than 8 ft.,2,600,nil,2
-8,133,14,13,0,8-16 ft.,4,1200,heat,3
0,0,22,0,0,Less Than 8 ft.,2,600,heat,3
0,114,2,11,0,8-16 ft.,4,1200,nil,2
136,97,18,16,1,16-24 ft.,6,2500,heat,3
-54,94,46,10,0,8-16 ft.,4,1200,heat,3
0,0,19,0,1,Less Than 8 ft.,2,600,hot hand,6
54,86,11,10,0,8-16 ft.,4,1200,nil,2
26,168,35,17,1,16-24 ft.,6,2500,nil,2
0,0,13,0,1,Less Than 8 ft.,2,600,heat,3
-95,-23,19,9,1,8-16 ft.,4,1200,heat,3
6,137,53,13,0,8-16 ft.,4,1200,heat,3
0,0,58,0,1,Less Than 8 ft.,2,600,heat,3
115,84,3,14,0,8-16 ft.,4,1200,heat,3
120,229,29,25,0,24+ ft.,8,5000,heat,3
133,-3,38,13,0,8-16 ft.,4,1200,nil,2
44,194,29,19,0,16-24 ft.,6,2500,heat,3
-108,100,6,14,1,8-16 ft.,4,1200,nil,2
0,0,55,0,1,Less Than 8 ft.,2,600,heat,3
-85,145,21,16,0,16-24 ft.,6,2500,heat,3
-102,48,15,11,0,8-16 ft.,4,1200,heat,3
174,45,5,17,1,16-24 ft.,6,2500,heat,3
-209,-6,20,20,1,16-24 ft.,6,2500,nil,2
-158,-8,3,15,0,8-16 ft.,4,1200,nil,2
5,222,34,22,0,16-24 ft.,6,2500,heat,3
1,143,2,14,0,8-16 ft.,4,1200,nil,2
-161,-9,15,16,1,16-24 ft.,6,2500,heat,3
156,54,31,16,0,16-24 ft.,6,2500,heat,3
-39,-7,23,3,1,Less Than 8 ft.,2,600,nil,2
0,0,6,0,1,Less Than 8 ft.,2,600,nil,2
235,117,57,26,0,24+ ft.,8,5000,nil,2
0,0,54,0,1,Less Than 8 ft.,2,600,nil,2
-8,158,48,15,0,8-16 ft.,4,1200,heat,3
-179,25,10,18,0,16-24 ft.,6,2500,nil,2
-57,91,12,10,0,8-16 ft.,4,1200,nil,2
21,153,57,15,1,8-16 ft.,4,1200,heat,3
-169,125,47,21,0,16-24 ft.,6,2500,nil,2
18,196,18,19,0,16-24 ft.,6,2500,nil,2
92,153,8,17,0,16-24 ft.,6,2500,heat,3
-138,28,31,14,1,8-16 ft.,4,1200,nil,2
-48,84,45,9,1,8-16 ft.,4,1200,nil,2
-89,120,20,14,0,8-16 ft.,4,1200,heat,3
84,120,29,14,0,8-16 ft.,4,1200,nil,2
20,123,14,12,0,8-16 ft.,4,1200,nil,2
0,146,42,14,1,8-16 ft.,4,1200,nil,2
-95,135,58,16,1,16-24 ft.,6,2500,nil,2
49,122,41,13,1,8-16 ft.,4,1200,heat,3
0,0,50,0,1,Less Than 8 ft.,2,600,heat,3
20,176,15,17,0,16-24 ft.,6,2500,nil,2
-20,184,50,18,1,16-24 ft.,6,2500,heat,3
0,0,3,0,0,Less Than 8 ft.,2,600,nil,2
-38,156,0,16,0,16-24 ft.,6,2500,nil,2
103,123,6,16,0,16-24 ft.,6,2500,heat,3
163,46,27,16,0,16-24 ft.,6,2500,nil,2
100,33,57,10,1,8-16 ft.,4,1200,heat,3
-54,153,4,16,0,16-24 ft.,6,2500,nil,2
-13,35,22,3,0,Less Than 8 ft.,2,600,nil,2
-131,-1,23,13,1,8-16 ft.,4,1200,nil,2
-77,71,44,10,0,8-16 ft.,4,1200,heat,3
153,-14,48,15,1,8-16 ft.,4,1200,heat,3
-29,161,13,16,1,16-24 ft.,6,2500,nil,2
-207,45,48,21,1,16-24 ft.,6,2500,heat,3
-143,51,9,15,1,8-16 ft.,4,1200,heat,3
0,0,8,0,0,Less Than 8 ft.,2,600,heat,3
-108,64,14,12,0,8-16 ft.,4,1200,heat,3
-142,169,52,22,0,16-24 ft.,6,2500,nil,2
105,10,56,10,0,8-16 ft.,4,1200,heat,3
52,138,13,14,0,8-16 ft.,4,1200,nil,2
0,0,0,0,1,Less Than 8 ft.,2,600,nil,2
207,22,36,20,0,16-24 ft.,6,2500,nil,2
-150,9,56,15,1,8-16 ft.,4,1200,nil,2
105,77,27,13,1,8-16 ft.,4,1200,nil,2
80,38,8,8,1,8-16 ft.,4,1200,nil,2
-74,125,37,14,0,8-16 ft.,4,1200,heat,3
-140,46,57,14,0,8-16 ft.,4,1200,heat,3
102,25,2,10,0,8-16 ft.,4,1200,hot hand,6
-66,41,43,7,1,Less Than 8 ft.,2,600,nil,2
-210,122,56,24,0,24+ ft.,8,5000,heat,3
0,0,11,0,0,Less Than 8 ft.,2,600,nil,2
-2,18,33,1,1,Less Than 8 ft.,2,600,heat,3
-118,36,20,12,1,8-16 ft.,4,1200,nil,2
135,89,31,16,1,16-24 ft.,6,2500,nil,2
0,15,29,1,1,Less Than 8 ft.,2,600,nil,2
-46,30,14,5,0,Less Than 8 ft.,2,600,nil,2
143,125,41,18,0,16-24 ft.,6,2500,nil,2
-143,100,55,17,0,16-24 ft.,6,2500,heat,3
51,13,30,5,0,Less Than 8 ft.,2,600,heat,3
151,122,57,19,1,16-24 ft.,6,2500,nil,2
43,163,53,16,0,16-24 ft.,6,2500,nil,2
163,84,15,18,0,16-24 ft.,6,2500,heat,3
-200,46,58,20,0,16-24 ft.,6,2500,nil,2
-80,224,16,23,0,24+ ft.,8,5000,heat,3
156,194,10,24,0,24+ ft.,8,5000,nil,2
179,132,44,22,0,16-24 ft.,6,2500,heat,3
-66,263,31,27,0,24+ ft.,8,5000,nil,2
8,49,11,4,0,Less Than 8 ft.,2,600,heat,3
189,160,1,24,0,24+ ft.,8,5000,heat,3
82,151,56,17,1,16-24 ft.,6,2500,nil,2
113,99,7,15,1,8-16 ft.,4,1200,nil,2
158,48,21,16,0,16-24 ft.,6,2500,nil,2
0,0,6,0,1,Less Than 8 ft.,2,600,nil,2
-154,214,37,26,1,24+ ft.,8,5000,heat,3
-140,166,0,21,0,16-24 ft.,6,2500,heat,3
-103,82,26,13,0,8-16 ft.,4,1200,heat,3
-113,173,41,20,1,16-24 ft.,6,2500,nil,2
0,0,58,0,1,Less Than 8 ft.,2,600,heat,3
1,183,45,18,1,16-24 ft.,6,2500,nil,2
148,109,13,18,0,16-24 ft.,6,2500,nil,2
-189,194,51,27,0,24+ ft.,8,5000,nil,2
161,26,31,16,0,16-24 ft.,6,2500,nil,2
235,-16,7,23,0,24+ ft.,8,5000,nil,2
-20,76,56,7,1,Less Than 8 ft.,2,600,heat,3
-135,160,21,20,0,16-24 ft.,6,2500,nil,2
-166,187,4,25,1,24+ ft.,8,5000,heat,3
89,127,20,15,1,8-16 ft.,4,1200,heat,3
176,194,25,26,0,24+ ft.,8,5000,hot hand,6
31,130,23,13,0,8-16 ft.,4,1200,hot hand,6
108,156,39,18,0,16-24 ft.,6,2500,hot hand,6
87,229,1,24,0,24+ ft.,8,5000,nil,2
0,0,2,0,0,Less Than 8 ft.,2,600,nil,2
89,38,7,9,1,8-16 ft.,4,1200,heat,3
0,0,49,0,1,Less Than 8 ft.,2,600,nil,2
-177,79,16,19,1,16-24 ft.,6,2500,nil,2
135,209,33,24,0,24+ ft.,8,5000,heat,3
135,-19,21,13,1,8-16 ft.,4,1200,nil,2
-171,36,30,17,0,16-24 ft.,6,2500,nil,2
154,-8,16,15,1,8-16 ft.,4,1200,heat,3
163,99,49,19,0,16-24 ft.,6,2500,nil,2
-125,110,42,16,1,16-24 ft.,6,2500,nil,2
-130,97,23,16,0,16-24 ft.,6,2500,nil,2
-20,153,57,15,0,8-16 ft.,4,1200,nil,2
103,46,51,11,0,8-16 ft.,4,1200,heat,3
-108,140,20,17,0,16-24 ft.,6,2500,heat,3
0,0,36,0,1,Less Than 8 ft.,2,600,nil,2
161,-11,48,16,1,16-24 ft.,6,2500,heat,3
0,0,24,0,0,Less Than 8 ft.,2,600,nil,2
-20,209,52,20,0,16-24 ft.,6,2500,nil,2
0,0,2,0,0,Less Than 8 ft.,2,600,nil,2
-23,181,6,18,1,16-24 ft.,6,2500,nil,2
195,-26,44,19,1,16-24 ft.,6,2500,heat,3
-156,45,53,16,1,16-24 ft.,6,2500,heat,3
0,0,6,0,1,Less Than 8 ft.,2,600,hot hand,6
169,100,43,19,0,16-24 ft.,6,2500,hot hand,6
0,0,24,0,1,Less Than 8 ft.,2,600,nil,2
0,0,15,0,1,Less Than 8 ft.,2,600,heat,3
98,94,45,13,0,8-16 ft.,4,1200,nil,2
0,0,39,0,0,Less Than 8 ft.,2,600,nil,2
0,0,27,0,1,Less Than 8 ft.,2,600,nil,2
0,0,45,0,1,Less Than 8 ft.,2,600,heat,3
71,8,28,7,0,Less Than 8 ft.,2,600,heat,3
29,133,43,13,0,8-16 ft.,4,1200,hot hand,6
0,0,39,0,1,Less Than 8 ft.,2,600,heat,3
0,0,34,0,0,Less Than 8 ft.,2,600,fire,10
227,-11,46,22,1,24+ ft.,8,5000,fire,10
8,99,9,9,0,8-16 ft.,4,1200,nil,2
-146,79,57,16,1,16-24 ft.,6,2500,heat,3
0,0,56,0,1,Less Than 8 ft.,2,600,heat,3
-153,13,0,15,0,8-16 ft.,4,1200,heat,3
-15,79,53,8,0,8-16 ft.,4,1200,nil,2
0,0,5,0,1,Less Than 8 ft.,2,600,heat,3
-11,63,12,6,0,Less Than 8 ft.,2,600,nil,2
8,63,48,6,1,Less Than 8 ft.,2,600,nil,2
-153,59,53,16,0,16-24 ft.,6,2500,heat,3
-171,192,43,25,0,24+ ft.,8,5000,nil,2
-225,61,36,23,1,24+ ft.,8,5000,nil,2
0,0,58,0,0,Less Than 8 ft.,2,600,nil,2
-123,43,56,13,1,8-16 ft.,4,1200,nil,2
-49,166,40,17,0,16-24 ft.,6,2500,nil,2
-2,219,0,21,0,16-24 ft.,6,2500,nil,2
-146,82,1,16,0,16-24 ft.,6,2500,nil,2
-54,104,55,11,0,8-16 ft.,4,1200,heat,3
0,0,32,0,1,Less Than 8 ft.,2,600,nil,2
179,127,47,21,1,16-24 ft.,6,2500,nil,2
0,0,35,0,0,Less Than 8 ft.,2,600,heat,3
0,0,45,0,1,Less Than 8 ft.,2,600,nil,2
0,0,57,0,1,Less Than 8 ft.,2,600,heat,3
0,0,10,0,1,Less Than 8 ft.,2,600,nil,2
11,56,44,5,0,Less Than 8 ft.,2,600,heat,3
0,81,56,8,1,8-16 ft.,4,1200,nil,2
105,222,22,24,0,24+ ft.,8,5000,heat,3
123,243,0,27,0,24+ ft.,8,5000,nil,2
92,189,34,21,1,16-24 ft.,6,2500,heat,3
-128,160,9,20,0,16-24 ft.,6,2500,heat,3
0,0,45,0,0,Less Than 8 ft.,2,600,heat,3
0,0,5,0,0,Less Than 8 ft.,2,600,nil,2
-166,77,57,18,0,16-24 ft.,6,2500,nil,2
0,0,24,0,1,Less Than 8 ft.,2,600,nil,2
0,0,30,0,1,Less Than 8 ft.,2,600,heat,3
0,0,51,0,1,Less Than 8 ft.,2,600,nil,2
205,150,19,25,1,24+ ft.,8,5000,heat,3
0,0,19,0,1,Less Than 8 ft.,2,600,nil,2
